strategy,correct,latency_ms,fact_type,distance,is_first,conversation_length
hybrid_r0.5_s0.5,True,1.3446807861328125,pet,9,False,20
hybrid_r0.3_s0.7,True,1.3434886932373047,pet,9,False,20
latest,True,0.0011920928955078125,pet,7,False,20
similarity,True,0.5097389221191406,pet,7,False,20
hybrid_r0.9_s0.1,True,0.4932880401611328,pet,7,False,20
hybrid_r0.7_s0.3,True,0.5004405975341797,pet,7,False,20
hybrid_r0.5_s0.5,True,0.43201446533203125,pet,7,False,20
hybrid_r0.3_s0.7,True,0.40721893310546875,pet,7,False,20
latest,True,0.0011920928955078125,city,6,False,20
similarity,False,1.4061927795410156,city,6,False,20
hybrid_r0.9_s0.1,True,0.7777214050292969,city,6,False,20
hybrid_r0.7_s0.3,True,1.5079975128173828,city,6,False,20
hybrid_r0.5_s0.5,True,0.9090900421142578,city,6,False,20
hybrid_r0.3_s0.7,True,0.9338855743408203,city,6,False,20
latest,False,0.0011920928955078125,color,10,True,20
similarity,False,0.9691715240478516,color,10,True,20
hybrid_r0.9_s0.1,False,1.0056495666503906,color,10,True,20
hybrid_r0.7_s0.3,False,0.6585121154785156,color,10,True,20
hybrid_r0.5_s0.5,False,0.74005126953125,color,10,True,20
hybrid_r0.3_s0.7,False,0.7281303405761719,color,10,True,20
latest,False,0.0011920928955078125,city,15,True,20
similarity,False,0.7572174072265625,city,15,True,20
hybrid_r0.9_s0.1,False,0.7123947143554688,city,15,True,20
hybrid_r0.7_s0.3,False,0.7061958312988281,city,15,True,20
hybrid_r0.5_s0.5,False,0.6742477416992188,city,15,True,20
hybrid_r0.3_s0.7,False,0.6690025329589844,city,15,True,20
latest,True,0.0011920928955078125,city,6,True,20
similarity,True,0.36907196044921875,city,6,True,20
hybrid_r0.9_s0.1,True,0.2956390380859375,city,6,True,20
hybrid_r0.7_s0.3,True,0.3631114959716797,city,6,True,20
hybrid_r0.5_s0.5,True,0.3039836883544922,city,6,True,20
hybrid_r0.3_s0.7,True,0.2892017364501953,city,6,True,20
latest,True,0.00095367431640625,color,13,False,20
similarity,False,0.6699562072753906,color,13,False,20
hybrid_r0.9_s0.1,True,0.6525516510009766,color,13,False,20
hybrid_r0.7_s0.3,True,0.6701946258544922,color,13,False,20
hybrid_r0.5_s0.5,True,0.6780624389648438,color,13,False,20
hybrid_r0.3_s0.7,True,0.7059574127197266,color,13,False,20
latest,True,0.001430511474609375,city,2,True,20
similarity,True,0.3752708435058594,city,2,True,20
hybrid_r0.9_s0.1,True,0.3504753112792969,city,2,True,20
hybrid_r0.7_s0.3,True,0.3376007080078125,city,2,True,20
hybrid_r0.5_s0.5,True,0.3688335418701172,city,2,True,20
hybrid_r0.3_s0.7,True,0.4177093505859375,city,2,True,20
latest,False,0.0016689300537109375,hobby,19,True,20
similarity,True,0.8471012115478516,hobby,19,True,20
hybrid_r0.9_s0.1,False,0.7016658782958984,hobby,19,True,20
hybrid_r0.7_s0.3,False,0.9875297546386719,hobby,19,True,20
hybrid_r0.5_s0.5,False,0.8685588836669922,hobby,19,True,20
hybrid_r0.3_s0.7,False,0.7383823394775391,hobby,19,True,20
latest,True,0.0011920928955078125,pet,5,False,20
similarity,False,0.8604526519775391,pet,5,False,20
hybrid_r0.9_s0.1,True,0.6840229034423828,pet,5,False,20
hybrid_r0.7_s0.3,True,0.6227493286132812,pet,5,False,20
hybrid_r0.5_s0.5,True,0.6716251373291016,pet,5,False,20
hybrid_r0.3_s0.7,True,0.6747245788574219,pet,5,False,20
latest,True,0.00095367431640625,color,4,False,20
similarity,True,1.2726783752441406,color,4,False,20
hybrid_r0.9_s0.1,True,1.2888908386230469,color,4,False,20
hybrid_r0.7_s0.3,True,1.3096332550048828,color,4,False,20
hybrid_r0.5_s0.5,True,1.1303424835205078,color,4,False,20
hybrid_r0.3_s0.7,True,1.1088848114013672,color,4,False,20
latest,True,0.001430511474609375,hobby,18,True,20
similarity,False,1.2633800506591797,hobby,18,True,20
hybrid_r0.9_s0.1,True,1.07574462890625,hobby,18,True,20
hybrid_r0.7_s0.3,True,0.9012222290039062,hobby,18,True,20
hybrid_r0.5_s0.5,True,0.8940696716308594,hobby,18,True,20
hybrid_r0.3_s0.7,True,0.9806156158447266,hobby,18,True,20
latest,True,0.0011920928955078125,color,5,False,20
similarity,False,0.7276535034179688,color,5,False,20
hybrid_r0.9_s0.1,True,0.6644725799560547,color,5,False,20
hybrid_r0.7_s0.3,True,0.6287097930908203,color,5,False,20
hybrid_r0.5_s0.5,True,0.6611347198486328,color,5,False,20
hybrid_r0.3_s0.7,True,0.6496906280517578,color,5,False,20
latest,True,0.0011920928955078125,city,20,True,20
similarity,True,0.31828880310058594,city,20,True,20
hybrid_r0.9_s0.1,True,0.2932548522949219,city,20,True,20
hybrid_r0.7_s0.3,True,0.3180503845214844,city,20,True,20
hybrid_r0.5_s0.5,True,0.29206275939941406,city,20,True,20
hybrid_r0.3_s0.7,True,0.31113624572753906,city,20,True,20
latest,False,0.0011920928955078125,city,19,True,20
similarity,False,0.6368160247802734,city,19,True,20
hybrid_r0.9_s0.1,False,0.6005764007568359,city,19,True,20
hybrid_r0.7_s0.3,False,0.5786418914794922,city,19,True,20
hybrid_r0.5_s0.5,False,0.7255077362060547,city,19,True,20
hybrid_r0.3_s0.7,False,0.667572021484375,city,19,True,20
latest,True,0.001430511474609375,city,14,False,20
similarity,False,0.6990432739257812,city,14,False,20
hybrid_r0.9_s0.1,True,0.6873607635498047,city,14,False,20
hybrid_r0.7_s0.3,True,0.6167888641357422,city,14,False,20
hybrid_r0.5_s0.5,True,0.6201267242431641,city,14,False,20
hybrid_r0.3_s0.7,True,0.6568431854248047,city,14,False,20
latest,True,0.011920928955078125,pet,17,True,20
similarity,True,0.3185272216796875,pet,17,True,20
hybrid_r0.9_s0.1,True,0.35834312438964844,pet,17,True,20
hybrid_r0.7_s0.3,True,0.3731250762939453,pet,17,True,20
hybrid_r0.5_s0.5,True,0.3910064697265625,pet,17,True,20
hybrid_r0.3_s0.7,True,0.32711029052734375,pet,17,True,20
latest,True,0.0011920928955078125,city,20,False,20
similarity,True,0.3561973571777344,city,20,False,20
hybrid_r0.9_s0.1,True,0.33020973205566406,city,20,False,20
hybrid_r0.7_s0.3,True,0.301361083984375,city,20,False,20
hybrid_r0.5_s0.5,True,0.28634071350097656,city,20,False,20
hybrid_r0.3_s0.7,True,0.3185272216796875,city,20,False,20
latest,False,0.00095367431640625,hobby,20,True,20
similarity,True,0.5934238433837891,hobby,20,True,20
hybrid_r0.9_s0.1,False,0.6041526794433594,hobby,20,True,20
hybrid_r0.7_s0.3,False,0.5984306335449219,hobby,20,True,20
hybrid_r0.5_s0.5,False,0.6473064422607422,hobby,20,True,20
hybrid_r0.3_s0.7,False,0.6670951843261719,hobby,20,True,20
latest,False,0.0011920928955078125,color,19,True,20
similarity,True,0.6337165832519531,color,19,True,20
hybrid_r0.9_s0.1,False,0.6260871887207031,color,19,True,20
hybrid_r0.7_s0.3,False,0.7271766662597656,color,19,True,20
hybrid_r0.5_s0.5,False,0.7190704345703125,color,19,True,20
hybrid_r0.3_s0.7,False,0.6241798400878906,color,19,True,20
latest,True,0.0011920928955078125,hobby,3,False,20
similarity,False,0.9996891021728516,hobby,3,False,20
hybrid_r0.9_s0.1,True,0.9260177612304688,hobby,3,False,20
hybrid_r0.7_s0.3,True,0.8800029754638672,hobby,3,False,20
hybrid_r0.5_s0.5,True,0.8804798126220703,hobby,3,False,20
hybrid_r0.3_s0.7,True,0.9739398956298828,hobby,3,False,20
latest,True,0.0011920928955078125,city,15,True,20
similarity,True,1.0364055633544922,city,15,True,20
hybrid_r0.9_s0.1,True,0.9713172912597656,city,15,True,20
hybrid_r0.7_s0.3,True,0.9431838989257812,city,15,True,20
hybrid_r0.5_s0.5,True,0.8857250213623047,city,15,True,20
hybrid_r0.3_s0.7,True,0.89263916015625,city,15,True,20
latest,True,0.001430511474609375,hobby,5,True,20
similarity,True,0.3414154052734375,hobby,5,True,20
hybrid_r0.9_s0.1,True,0.3440380096435547,hobby,5,True,20
hybrid_r0.7_s0.3,True,0.324249267578125,hobby,5,True,20
hybrid_r0.5_s0.5,True,0.33545494079589844,hobby,5,True,20
hybrid_r0.3_s0.7,True,0.34046173095703125,hobby,5,True,20
latest,True,0.001430511474609375,color,4,True,20
similarity,True,0.34809112548828125,color,4,True,20
hybrid_r0.9_s0.1,True,0.3581047058105469,color,4,True,20
hybrid_r0.7_s0.3,True,0.32591819763183594,color,4,True,20
hybrid_r0.5_s0.5,True,0.32210350036621094,color,4,True,20
hybrid_r0.3_s0.7,True,0.3478527069091797,color,4,True,20
latest,True,0.0011920928955078125,pet,10,False,20
similarity,False,0.6468296051025391,pet,10,False,20
hybrid_r0.9_s0.1,True,0.606536865234375,pet,10,False,20
hybrid_r0.7_s0.3,True,0.6783008575439453,pet,10,False,20
hybrid_r0.5_s0.5,True,0.6322860717773438,pet,10,False,20
hybrid_r0.3_s0.7,True,0.6620883941650391,pet,10,False,20
latest,False,0.0007152557373046875,hobby,18,True,20
similarity,False,0.7486343383789062,hobby,18,True,20
hybrid_r0.9_s0.1,False,0.7412433624267578,hobby,18,True,20
hybrid_r0.7_s0.3,False,0.6499290466308594,hobby,18,True,20
hybrid_r0.5_s0.5,False,0.6730556488037109,hobby,18,True,20
hybrid_r0.3_s0.7,False,0.6573200225830078,hobby,18,True,20
latest,False,0.0007152557373046875,pet,10,True,20
similarity,True,1.013040542602539,pet,10,True,20
hybrid_r0.9_s0.1,False,0.9703636169433594,pet,10,True,20
hybrid_r0.7_s0.3,False,0.9746551513671875,pet,10,True,20
hybrid_r0.5_s0.5,False,0.9725093841552734,pet,10,True,20
hybrid_r0.3_s0.7,False,0.9589195251464844,pet,10,True,20
latest,True,0.00095367431640625,hobby,16,True,20
similarity,True,0.6694793701171875,hobby,16,True,20
hybrid_r0.9_s0.1,True,0.6554126739501953,hobby,16,True,20
hybrid_r0.7_s0.3,True,0.6749629974365234,hobby,16,True,20
hybrid_r0.5_s0.5,True,0.6320476531982422,hobby,16,True,20
hybrid_r0.3_s0.7,True,0.6988048553466797,hobby,16,True,20
latest,True,0.0007152557373046875,hobby,10,False,20
similarity,True,0.47707557678222656,hobby,10,False,20
hybrid_r0.9_s0.1,True,0.4582405090332031,hobby,10,False,20
hybrid_r0.7_s0.3,True,0.4737377166748047,hobby,10,False,20
hybrid_r0.5_s0.5,True,0.44918060302734375,hobby,10,False,20
hybrid_r0.3_s0.7,True,0.5443096160888672,hobby,10,False,20
latest,True,0.00095367431640625,hobby,18,False,20
similarity,True,0.5047321319580078,hobby,18,False,20
hybrid_r0.9_s0.1,True,0.5049705505371094,hobby,18,False,20
hybrid_r0.7_s0.3,True,0.4475116729736328,hobby,18,False,20
hybrid_r0.5_s0.5,True,0.45418739318847656,hobby,18,False,20
hybrid_r0.3_s0.7,True,0.4367828369140625,hobby,18,False,20
latest,True,0.00095367431640625,hobby,6,True,20
similarity,True,0.5772113800048828,hobby,6,True,20
hybrid_r0.9_s0.1,True,0.4820823669433594,hobby,6,True,20
hybrid_r0.7_s0.3,True,0.5364418029785156,hobby,6,True,20
hybrid_r0.5_s0.5,True,0.4475116729736328,hobby,6,True,20
hybrid_r0.3_s0.7,True,0.5168914794921875,hobby,6,True,20
latest,True,0.00095367431640625,color,3,False,20
similarity,True,1.3692378997802734,color,3,False,20
hybrid_r0.9_s0.1,True,1.4488697052001953,color,3,False,20
hybrid_r0.7_s0.3,True,1.4917850494384766,color,3,False,20
hybrid_r0.5_s0.5,True,1.5892982482910156,color,3,False,20
hybrid_r0.3_s0.7,True,1.4901161193847656,color,3,False,20
latest,True,0.0011920928955078125,pet,9,True,20
similarity,True,1.0039806365966797,pet,9,True,20
hybrid_r0.9_s0.1,True,0.9446144104003906,pet,9,True,20
hybrid_r0.7_s0.3,True,0.9021759033203125,pet,9,True,20
hybrid_r0.5_s0.5,True,0.9005069732666016,pet,9,True,20
hybrid_r0.3_s0.7,True,0.9174346923828125,pet,9,True,20
latest,True,0.0011920928955078125,hobby,3,False,20
similarity,True,0.4916191101074219,hobby,3,False,20
hybrid_r0.9_s0.1,True,0.46324729919433594,hobby,3,False,20
hybrid_r0.7_s0.3,True,0.4673004150390625,hobby,3,False,20
hybrid_r0.5_s0.5,True,0.41675567626953125,hobby,3,False,20
hybrid_r0.3_s0.7,True,0.5064010620117188,hobby,3,False,20
latest,True,0.0011920928955078125,hobby,6,False,20
similarity,True,0.5018711090087891,hobby,6,False,20
hybrid_r0.9_s0.1,True,0.4677772521972656,hobby,6,False,20
hybrid_r0.7_s0.3,True,0.47278404235839844,hobby,6,False,20
hybrid_r0.5_s0.5,True,0.47326087951660156,hobby,6,False,20
hybrid_r0.3_s0.7,True,0.44465065002441406,hobby,6,False,20
latest,True,0.001430511474609375,hobby,5,False,20
similarity,True,0.48422813415527344,hobby,5,False,20
hybrid_r0.9_s0.1,True,0.4634857177734375,hobby,5,False,20
hybrid_r0.7_s0.3,True,0.49304962158203125,hobby,5,False,20
hybrid_r0.5_s0.5,True,0.5311965942382812,hobby,5,False,20
hybrid_r0.3_s0.7,True,0.5168914794921875,hobby,5,False,20
latest,True,0.001430511474609375,color,15,True,20
similarity,True,0.5421638488769531,color,15,True,20
hybrid_r0.9_s0.1,True,0.4532337188720703,color,15,True,20
hybrid_r0.7_s0.3,True,0.4718303680419922,color,15,True,20
hybrid_r0.5_s0.5,True,0.5207061767578125,color,15,True,20
hybrid_r0.3_s0.7,True,0.5240440368652344,color,15,True,20
latest,True,0.0011920928955078125,pet,9,True,20
similarity,True,0.49591064453125,pet,9,True,20
hybrid_r0.9_s0.1,True,0.5276203155517578,pet,9,True,20
hybrid_r0.7_s0.3,True,0.4096031188964844,pet,9,True,20
hybrid_r0.5_s0.5,True,0.48661231994628906,pet,9,True,20
hybrid_r0.3_s0.7,True,0.4444122314453125,pet,9,True,20
latest,True,0.001430511474609375,color,7,False,20
similarity,True,1.5022754669189453,color,7,False,20
hybrid_r0.9_s0.1,True,1.2638568878173828,color,7,False,20
hybrid_r0.7_s0.3,True,0.8590221405029297,color,7,False,20
hybrid_r0.5_s0.5,True,0.7958412170410156,color,7,False,20
hybrid_r0.3_s0.7,True,0.7610321044921875,color,7,False,20
latest,True,0.0011920928955078125,color,1,False,20
similarity,True,0.7069110870361328,color,1,False,20
hybrid_r0.9_s0.1,True,0.7243156433105469,color,1,False,20
hybrid_r0.7_s0.3,True,0.7367134094238281,color,1,False,20
hybrid_r0.5_s0.5,True,0.7138252258300781,color,1,False,20
hybrid_r0.3_s0.7,True,0.6508827209472656,color,1,False,20
latest,True,0.001430511474609375,pet,16,False,20
similarity,True,0.7729530334472656,pet,16,False,20
hybrid_r0.9_s0.1,True,0.6830692291259766,pet,16,False,20
hybrid_r0.7_s0.3,True,0.7331371307373047,pet,16,False,20
hybrid_r0.5_s0.5,True,0.6549358367919922,pet,16,False,20
hybrid_r0.3_s0.7,True,0.6728172302246094,pet,16,False,20
latest,True,0.0011920928955078125,color,7,False,20
similarity,False,0.7061958312988281,color,7,False,20
hybrid_r0.9_s0.1,True,0.6341934204101562,color,7,False,20
hybrid_r0.7_s0.3,True,0.6754398345947266,color,7,False,20
hybrid_r0.5_s0.5,True,0.6625652313232422,color,7,False,20
hybrid_r0.3_s0.7,True,0.6320476531982422,color,7,False,20
latest,True,0.0011920928955078125,color,2,False,20
similarity,True,0.6918907165527344,color,2,False,20
hybrid_r0.9_s0.1,True,0.6725788116455078,color,2,False,20
hybrid_r0.7_s0.3,True,0.6539821624755859,color,2,False,20
hybrid_r0.5_s0.5,True,0.6480216979980469,color,2,False,20
hybrid_r0.3_s0.7,True,0.667572021484375,color,2,False,20
latest,True,0.00095367431640625,pet,7,False,20
similarity,True,0.3447532653808594,pet,7,False,20
hybrid_r0.9_s0.1,True,0.3521442413330078,pet,7,False,20
hybrid_r0.7_s0.3,True,0.32639503479003906,pet,7,False,20
hybrid_r0.5_s0.5,True,0.31757354736328125,pet,7,False,20
hybrid_r0.3_s0.7,True,0.3497600555419922,pet,7,False,20
latest,True,0.00095367431640625,pet,13,False,20
similarity,False,0.6296634674072266,pet,13,False,20
hybrid_r0.9_s0.1,True,0.6756782531738281,pet,13,False,20
hybrid_r0.7_s0.3,True,0.659942626953125,pet,13,False,20
hybrid_r0.5_s0.5,True,0.6251335144042969,pet,13,False,20
hybrid_r0.3_s0.7,True,0.6859302520751953,pet,13,False,20
latest,False,0.0011920928955078125,city,15,True,20
similarity,False,0.6670951843261719,city,15,True,20
hybrid_r0.9_s0.1,False,0.5860328674316406,city,15,True,20
hybrid_r0.7_s0.3,False,0.6520748138427734,city,15,True,20
hybrid_r0.5_s0.5,False,0.6630420684814453,city,15,True,20
hybrid_r0.3_s0.7,False,0.6570816040039062,city,15,True,20
latest,False,0.00095367431640625,city,13,True,20
similarity,True,0.7376670837402344,city,13,True,20
hybrid_r0.9_s0.1,False,0.6704330444335938,city,13,True,20
hybrid_r0.7_s0.3,False,0.6594657897949219,city,13,True,20
hybrid_r0.5_s0.5,False,0.640869140625,city,13,True,20
hybrid_r0.3_s0.7,False,0.6678104400634766,city,13,True,20
latest,True,0.001430511474609375,pet,9,True,20
similarity,True,0.3418922424316406,pet,9,True,20
hybrid_r0.9_s0.1,True,0.4172325134277344,pet,9,True,20
hybrid_r0.7_s0.3,True,0.32782554626464844,pet,9,True,20
hybrid_r0.5_s0.5,True,0.34046173095703125,pet,9,True,20
hybrid_r0.3_s0.7,True,0.33783912658691406,pet,9,True,20
latest,True,0.001430511474609375,pet,12,False,20
similarity,True,0.3414154052734375,pet,12,False,20
hybrid_r0.9_s0.1,True,0.3426074981689453,pet,12,False,20
hybrid_r0.7_s0.3,True,0.3228187561035156,pet,12,False,20
hybrid_r0.5_s0.5,True,0.31304359436035156,pet,12,False,20
hybrid_r0.3_s0.7,True,0.41174888610839844,pet,12,False,20
latest,True,0.0016689300537109375,city,3,False,20
similarity,True,0.4100799560546875,city,3,False,20
hybrid_r0.9_s0.1,True,0.4830360412597656,city,3,False,20
hybrid_r0.7_s0.3,True,0.31828880310058594,city,3,False,20
hybrid_r0.5_s0.5,True,0.2913475036621094,city,3,False,20
hybrid_r0.3_s0.7,True,0.3294944763183594,city,3,False,20
latest,True,0.00095367431640625,pet,15,False,20
similarity,True,0.32019615173339844,pet,15,False,20
hybrid_r0.9_s0.1,True,0.29540061950683594,pet,15,False,20
hybrid_r0.7_s0.3,True,0.32830238342285156,pet,15,False,20
hybrid_r0.5_s0.5,True,0.2944469451904297,pet,15,False,20
hybrid_r0.3_s0.7,True,0.2884864807128906,pet,15,False,20
latest,True,0.00095367431640625,color,7,False,20
similarity,True,0.4115104675292969,color,7,False,20
hybrid_r0.9_s0.1,True,0.32973289489746094,color,7,False,20
hybrid_r0.7_s0.3,True,0.3483295440673828,color,7,False,20
hybrid_r0.5_s0.5,True,0.3325939178466797,color,7,False,20
hybrid_r0.3_s0.7,True,0.3190040588378906,color,7,False,20
latest,True,0.0011920928955078125,city,16,False,20
similarity,True,0.4425048828125,city,16,False,20
hybrid_r0.9_s0.1,True,0.33855438232421875,city,16,False,20
hybrid_r0.7_s0.3,True,0.2899169921875,city,16,False,20
hybrid_r0.5_s0.5,True,0.35953521728515625,city,16,False,20
hybrid_r0.3_s0.7,True,0.3237724304199219,city,16,False,20
latest,True,0.00095367431640625,city,11,False,20
similarity,True,1.2776851654052734,city,11,False,20
hybrid_r0.9_s0.1,True,1.2102127075195312,city,11,False,20
hybrid_r0.7_s0.3,True,1.1823177337646484,city,11,False,20
hybrid_r0.5_s0.5,True,1.3751983642578125,city,11,False,20
hybrid_r0.3_s0.7,True,1.4717578887939453,city,11,False,20
latest,True,0.001430511474609375,pet,19,False,20
similarity,True,0.35762786865234375,pet,19,False,20
hybrid_r0.9_s0.1,True,0.34928321838378906,pet,19,False,20
hybrid_r0.7_s0.3,True,0.3123283386230469,pet,19,False,20
hybrid_r0.5_s0.5,True,0.2932548522949219,pet,19,False,20
hybrid_r0.3_s0.7,True,0.4315376281738281,pet,19,False,20
latest,True,0.001430511474609375,pet,7,True,20
similarity,True,0.4315376281738281,pet,7,True,20
hybrid_r0.9_s0.1,True,0.4353523254394531,pet,7,True,20
hybrid_r0.7_s0.3,True,0.3719329833984375,pet,7,True,20
hybrid_r0.5_s0.5,True,0.3559589385986328,pet,7,True,20
hybrid_r0.3_s0.7,True,0.37980079650878906,pet,7,True,20
latest,True,0.00095367431640625,pet,16,False,20
similarity,False,0.6887912750244141,pet,16,False,20
hybrid_r0.9_s0.1,True,0.6659030914306641,pet,16,False,20
hybrid_r0.7_s0.3,True,0.7090568542480469,pet,16,False,20
hybrid_r0.5_s0.5,True,0.6597042083740234,pet,16,False,20
hybrid_r0.3_s0.7,True,0.6275177001953125,pet,16,False,20
latest,True,0.00095367431640625,city,16,False,20
similarity,False,0.6916522979736328,city,16,False,20
hybrid_r0.9_s0.1,True,0.6492137908935547,city,16,False,20
hybrid_r0.7_s0.3,True,0.6260871887207031,city,16,False,20
hybrid_r0.5_s0.5,True,0.6577968597412109,city,16,False,20
hybrid_r0.3_s0.7,True,0.6542205810546875,city,16,False,20
latest,True,0.0011920928955078125,pet,14,False,20
similarity,True,0.3440380096435547,pet,14,False,20
hybrid_r0.9_s0.1,True,0.3199577331542969,pet,14,False,20
hybrid_r0.7_s0.3,True,0.3509521484375,pet,14,False,20
hybrid_r0.5_s0.5,True,0.33354759216308594,pet,14,False,20
hybrid_r0.3_s0.7,True,0.31256675720214844,pet,14,False,20
latest,False,0.0011920928955078125,pet,3,True,20
similarity,True,0.7307529449462891,pet,3,True,20
hybrid_r0.9_s0.1,False,0.7467269897460938,pet,3,True,20
hybrid_r0.7_s0.3,False,0.6649494171142578,pet,3,True,20
hybrid_r0.5_s0.5,False,0.6296634674072266,pet,3,True,20
hybrid_r0.3_s0.7,False,0.7245540618896484,pet,3,True,20
latest,True,0.0011920928955078125,color,4,True,20
similarity,True,0.3714561462402344,color,4,True,20
hybrid_r0.9_s0.1,True,0.3447532653808594,color,4,True,20
hybrid_r0.7_s0.3,True,0.32019615173339844,color,4,True,20
hybrid_r0.5_s0.5,True,0.3345012664794922,color,4,True,20
hybrid_r0.3_s0.7,True,0.3371238708496094,color,4,True,20
latest,True,0.0011920928955078125,city,10,False,20
similarity,True,0.31948089599609375,city,10,False,20
hybrid_r0.9_s0.1,True,0.3414154052734375,city,10,False,20
hybrid_r0.7_s0.3,True,0.2994537353515625,city,10,False,20
hybrid_r0.5_s0.5,True,0.29087066650390625,city,10,False,20
hybrid_r0.3_s0.7,True,0.3483295440673828,city,10,False,20
latest,True,0.0007152557373046875,city,2,False,20
similarity,True,0.3554821014404297,city,2,False,20
hybrid_r0.9_s0.1,True,0.324249267578125,city,2,False,20
hybrid_r0.7_s0.3,True,0.3509521484375,city,2,False,20
hybrid_r0.5_s0.5,True,0.3211498260498047,city,2,False,20
hybrid_r0.3_s0.7,True,0.34880638122558594,city,2,False,20
latest,False,0.0007152557373046875,color,19,True,20
similarity,False,0.6880760192871094,color,19,True,20
hybrid_r0.9_s0.1,False,0.6632804870605469,color,19,True,20
hybrid_r0.7_s0.3,False,0.6430149078369141,color,19,True,20
hybrid_r0.5_s0.5,False,0.6160736083984375,color,19,True,20
hybrid_r0.3_s0.7,False,0.8606910705566406,color,19,True,20
latest,True,0.0007152557373046875,hobby,20,False,20
similarity,True,0.4551410675048828,hobby,20,False,20
hybrid_r0.9_s0.1,True,0.42510032653808594,hobby,20,False,20
hybrid_r0.7_s0.3,True,0.4794597625732422,hobby,20,False,20
hybrid_r0.5_s0.5,True,0.4725456237792969,hobby,20,False,20
hybrid_r0.3_s0.7,True,0.4382133483886719,hobby,20,False,20
latest,False,0.00095367431640625,hobby,15,True,20
similarity,True,0.9446144104003906,hobby,15,True,20
hybrid_r0.9_s0.1,False,0.843048095703125,hobby,15,True,20
hybrid_r0.7_s0.3,False,0.9424686431884766,hobby,15,True,20
hybrid_r0.5_s0.5,False,0.9229183197021484,hobby,15,True,20
hybrid_r0.3_s0.7,False,0.9226799011230469,hobby,15,True,20
latest,True,0.00095367431640625,hobby,9,False,20
similarity,True,0.5097389221191406,hobby,9,False,20
hybrid_r0.9_s0.1,True,0.45228004455566406,hobby,9,False,20
hybrid_r0.7_s0.3,True,0.5006790161132812,hobby,9,False,20
hybrid_r0.5_s0.5,True,0.4525184631347656,hobby,9,False,20
hybrid_r0.3_s0.7,True,0.518798828125,hobby,9,False,20
latest,False,0.00095367431640625,city,7,True,20
similarity,False,1.001596450805664,city,7,True,20
hybrid_r0.9_s0.1,False,1.19781494140625,city,7,True,20
hybrid_r0.7_s0.3,False,1.1370182037353516,city,7,True,20
hybrid_r0.5_s0.5,False,1.0178089141845703,city,7,True,20
hybrid_r0.3_s0.7,False,0.9684562683105469,city,7,True,20
latest,True,0.0011920928955078125,color,3,True,20
similarity,True,0.8111000061035156,color,3,True,20
hybrid_r0.9_s0.1,True,0.5800724029541016,color,3,True,20
hybrid_r0.7_s0.3,True,0.5631446838378906,color,3,True,20
hybrid_r0.5_s0.5,True,0.6301403045654297,color,3,True,20
hybrid_r0.3_s0.7,True,0.5397796630859375,color,3,True,20
latest,True,0.001430511474609375,pet,6,False,20
similarity,False,1.4281272888183594,pet,6,False,20
hybrid_r0.9_s0.1,True,1.3453960418701172,pet,6,False,20
hybrid_r0.7_s0.3,True,1.5597343444824219,pet,6,False,20
hybrid_r0.5_s0.5,True,1.504659652709961,pet,6,False,20
hybrid_r0.3_s0.7,True,1.2936592102050781,pet,6,False,20
latest,True,0.00095367431640625,pet,11,False,20
similarity,True,0.9622573852539062,pet,11,False,20
hybrid_r0.9_s0.1,True,0.9605884552001953,pet,11,False,20
hybrid_r0.7_s0.3,True,0.9369850158691406,pet,11,False,20
hybrid_r0.5_s0.5,True,0.9307861328125,pet,11,False,20
hybrid_r0.3_s0.7,True,0.9098052978515625,pet,11,False,20
latest,True,0.0011920928955078125,hobby,10,True,20
similarity,True,0.6368160247802734,hobby,10,True,20
hybrid_r0.9_s0.1,True,0.6315708160400391,hobby,10,True,20
hybrid_r0.7_s0.3,True,0.7622241973876953,hobby,10,True,20
hybrid_r0.5_s0.5,True,0.4458427429199219,hobby,10,True,20
hybrid_r0.3_s0.7,True,0.446319580078125,hobby,10,True,20
latest,True,0.0011920928955078125,hobby,7,False,20
similarity,True,0.3647804260253906,hobby,7,False,20
hybrid_r0.9_s0.1,True,0.3972053527832031,hobby,7,False,20
hybrid_r0.7_s0.3,True,0.3159046173095703,hobby,7,False,20
hybrid_r0.5_s0.5,True,0.29158592224121094,hobby,7,False,20
hybrid_r0.3_s0.7,True,0.3612041473388672,hobby,7,False,20
latest,True,0.0011920928955078125,hobby,11,True,20
similarity,True,0.3452301025390625,hobby,11,True,20
hybrid_r0.9_s0.1,True,0.3459453582763672,hobby,11,True,20
hybrid_r0.7_s0.3,True,0.3833770751953125,hobby,11,True,20
hybrid_r0.5_s0.5,True,0.32401084899902344,hobby,11,True,20
hybrid_r0.3_s0.7,True,0.3452301025390625,hobby,11,True,20
latest,True,0.0016689300537109375,color,1,False,20
similarity,False,1.247406005859375,color,1,False,20
hybrid_r0.9_s0.1,True,0.9319782257080078,color,1,False,20
hybrid_r0.7_s0.3,True,0.9610652923583984,color,1,False,20
hybrid_r0.5_s0.5,True,0.9725093841552734,color,1,False,20
hybrid_r0.3_s0.7,True,1.0313987731933594,color,1,False,20
latest,False,0.00095367431640625,color,18,True,20
similarity,True,0.6606578826904297,color,18,True,20
hybrid_r0.9_s0.1,False,0.6570816040039062,color,18,True,20
hybrid_r0.7_s0.3,False,0.6566047668457031,color,18,True,20
